unique_id,core_id,citing_title,citing_author,cited_title,cited_author,citation_context,citation_class_label
1577,J00-1003,a holistic lexiconbased approach to opinion mining,,contextfree parsing through regular approximation,Mark-Jan Nederhof,"A very similar formulation , for another grammar transformation , is given in #AUTHOR_TAG .",4
1578,D12-1037,a holistic lexiconbased approach to opinion mining,,improved statistical alignment models,Franz Josef Och,"We run GIZA + + ( #AUTHOR_TAG ) on the training corpus in both directions ( Koehn et al. , 2003 ) to obtain the word alignment for each sentence pair .",2
1579,W03-0806,a holistic lexiconbased approach to opinion mining,,transformationbased learning in the fast lane,Grace Ngai,"Other attempts to address efficiency include the fast Transformation Based Learning ( TBL ) Toolkit ( #AUTHOR_TAG ) which dramatically speeds up training TBL systems , and the translation of TBL rules into finite state machines for very fast tagging ( Roche and Schabes , 1997 ) .",0
1580,J00-2003,a holistic lexiconbased approach to opinion mining,,classifier combination for improved lexical disambiguation,Eric Brill,"Consequently , fusion has been applied to a wide variety of pattern recognition and decision theoretic problems -- using a plethora of theories , techniques , and tools -- including some applications in computational linguistics ( e.g. , #AUTHOR_TAG ; van Halteren , Zavrel , and Daelemans 1998 ) and speech technology ( e.g. , Bowles and Damper 1989 ; Romary and Pierre11989 ) .",0
1581,J90-3003,a holistic lexiconbased approach to opinion mining,,syntax and speech,W Cooper,"This observation has led some researchers , e.g. , #AUTHOR_TAG , to claim a direct mapping between the syntactic phrase and the prosodic phrase .",0
1582,P10-2002,a holistic lexiconbased approach to opinion mining,,rich sourceside context for statistical machine translation,Kevin Gimpel,"These features are carefully designed to reduce the data sparseness problem and some of them are inspired by previous work ( He et al. , 2008 ; #AUTHOR_TAG ; Marton and Resnik , 2008 ; Chiang et al. , 2009 ; Setiawan et al. , 2009 ; Shen et al. , 2009 ; Xiong et al. , 2009 ) : 1 .",3
1583,D10-1074,a holistic lexiconbased approach to opinion mining,,what do we know about conversation participants experiments on conversation entailment,Chen Zhang,"In our previous work ( #AUTHOR_TAG ) , conversation entailment is formulated as the following : given a conversation segment D which is represented by a set of clauses D = d1 â§ ... â§ dm , and a hypothesis H represented by another set of clauses H = h1 â§ ... â§ hn , the prediction on whether D entails H is determined by the product of probabilities that each hypothesis clause hj is entailed from all the conversation segment clauses d1 ... dm as follows .",1
1584,W06-1639,a holistic lexiconbased approach to opinion mining,,diffusion kernels on graphs and other discrete input spaces,R I Kondor,"Notable early papers on graph-based semisupervised learning include Blum and Chawla ( 2001 ) , Bansal et al. ( 2002 ) , #AUTHOR_TAG , and Joachims ( 2003 ) .",0
1585,W14-2106,a holistic lexiconbased approach to opinion mining,,identifying agreement and disagreement in conversational speech use of bayesian networks to model pragmatic dependencies,Michel Galley,"In addition , we consider several types of lexical features ( LexF ) inspired by previous work on agreement and disagreement ( #AUTHOR_TAG ; Misra and Walker , 2013 ) .",3
1586,J09-4010,a holistic lexiconbased approach to opinion mining,,bridging the lexical chasm statistical approaches to answerfinding,A Berger,#AUTHOR_TAG compared two retrieval approaches ( TF.IDF and query expansion ) and two predictive approaches ( statistical translation and latent variable models ) .,0
1587,D13-1115,a holistic lexiconbased approach to opinion mining,,learning to parse natural language commands to a robot control system,Cynthia Matuszek,"Others provide automatic mappings of natural language instructions to executable actions , such as interpreting navigation directions ( Chen and Mooney , 2011 ) or robot commands ( Tellex et al. , 2011 ; #AUTHOR_TAG ) .",0
1588,P10-4003,a holistic lexiconbased approach to opinion mining,,the beetle and beediff tutoring systems,Charles B Callaway,"The dialogue state is represented by a cumulative answer analysis which tracks , over multiple turns , the correct , incorrect , and not-yet-mentioned parts 1Other factors such as student confidence could be considered as well ( #AUTHOR_TAG ) .",5
1589,J05-3003,a holistic lexiconbased approach to opinion mining,,how verb subcategorization frequencies are affected by corpus choice,Douglas Roland,"As noted above , it is well documented ( #AUTHOR_TAG ) that subcategorization frames ( and their frequencies ) vary across domains .",3
1590,J05-3003,a holistic lexiconbased approach to opinion mining,,automated extraction of tags from the penn treebank,John Chen,#AUTHOR_TAG explore a number of related approaches to the extraction of a lexicalized TAG from the Penn-II Treebank with the aim of constructing a statistical model for parsing .,0
1591,J00-1004,a holistic lexiconbased approach to opinion mining,,a statistical approach to machine translation,P J Brown,"At the same time , we believe our method has advantages over the approach developed initially at IBM ( #AUTHOR_TAG ; Brown et al. 1993 ) for training translation systems automatically .",4
1592,W06-3309,a holistic lexiconbased approach to opinion mining,,catching the drift probabilistic content models with applications to generation and summarization,Regina Barzilay,"Building on the work of Ruch et al. ( 2003 ) in the same domain , we present a generative approach that attempts to directly model the discourse structure of MEDLINE abstracts using Hidden Markov Models ( HMMs ) ; cfXXX ( #AUTHOR_TAG ) .",0
1593,W03-0806,a holistic lexiconbased approach to opinion mining,,bootstrapping postaggers using unlabelled data,Stephen Clark,"The basic Python reflection has already been implemented and used for large scale experiments with POS tagging , using pyMPI ( a message passing interface library for Python ) to coordinate experiments across a cluster of over 100 machines ( Curran and Clark , 2003 ; #AUTHOR_TAG ) .",0
1594,J07-1005,a holistic lexiconbased approach to opinion mining,,the trec8 question answering track evaluation,Ellen M Voorhees,"As an alternative , we rely on PubMed to retrieve an initial set of hits that we then postprocess in greater detail -- this is the standard pipeline architecture commonly employed in other question-answering systems ( #AUTHOR_TAG ; Hirschman and Gaizauskas 2001 ) .",4
1595,D13-1115,a holistic lexiconbased approach to opinion mining,,congruent embodied representations for visually presented actions and linguistic phrases describing actions,Lisa Aziz-Zadeh,"The language grounding problem has received significant attention in recent years , owed in part to the wide availability of data sets ( e.g. Flickr , Von Ahn ( 2006 ) ) , computing power , improved computer vision models ( Oliva and Torralba , 2001 ; Lowe , 2004 ; Farhadi et al. , 2009 ; Parikh and Grauman , 2011 ) and neurological evidence of ties between the language , perceptual and motor systems in the brain ( Pulverm Â¨ uller et al. , 2005 ; Tettamanti et al. , 2005 ; #AUTHOR_TAG ) .",0
1596,J91-2003,a holistic lexiconbased approach to opinion mining,,a logic of implicit and explicit beliefsquot,H J Levesque,"Although in this paper we take modus ponens as the main rule of inference , in general one can consider deductive closures with respect to weaker , nonstandard logics , ( cfXXX #AUTHOR_TAG ; Frisch 1987 ; Patel-Schneider 1985 ) .",4
1597,J87-3002,a holistic lexiconbased approach to opinion mining,,processing dictionary definitions with phrasal pattern hierarchies in this issue,Hiyan Alshawi,"As #AUTHOR_TAG points out , given that no situations were envisaged where the information from the tape would be altered once installed in secondary storage , this simple and convenComputational Linguistics , Volume 13 , Numbers 3-4 , July-December 1987 205 Bran Boguraev and Ted Briscoe Large Lexicons for Natural Language Processing tional access strategy is perfectly adequate .",0
1598,J91-2003,a holistic lexiconbased approach to opinion mining,,the representation and use of focus in a system for understanding dialogsquot,B J Grosz,"Other factors , such as the role of focus ( #AUTHOR_TAG , 1978 ; Sidner 1983 ) or quantifier scoping ( Webber 1983 ) must play a role , too .",0
1599,W01-1510,a holistic lexiconbased approach to opinion mining,,a study of tree adjoining grammars,K Vijay-Shanker,"This paper describes an approach for sharing resources in various grammar formalisms such as Feature-Based Lexicalized Tree Adjoining Grammar ( FB-LTAG1 ) ( #AUTHOR_TAG ; Vijay-Shanker and Joshi , 1988 ) and Head-Driven Phrase Structure Grammar ( HPSG ) ( Pollard and Sag , 1994 ) by a method of grammar conversion .",0
1600,Q13-1020,a holistic lexiconbased approach to opinion mining,,binarizing syntax trees to improve syntaxbased machine translation accuracy,Wei Wang,"This is because the binary structure has been verified to be very effective for tree-based translation ( #AUTHOR_TAG ; Zhang et al. , 2011a ) .",3
1601,N04-2004,a holistic lexiconbased approach to opinion mining,,semantics and cognition,Ray Jackendoff,"There is a general consensus among theoretical linguists that the proper representation of verbal argument structure is event structure -- representations grounded in a theory of events that decompose semantic roles in terms of primitive predicates representing concepts such as causality and inchoativity ( Dowty , 1979 ; #AUTHOR_TAG ; Pustejovsky , 1991b ; Rappaport Hovav and Levin , 1998 ) .",0
1602,D11-1138,a holistic lexiconbased approach to opinion mining,,conllx shared task on multilingual dependency parsing,S Buchholz,measure the standard intrinsic parser metrics unlabeled attachment score ( UAS ) and labeled attachment score ( LAS ) ( #AUTHOR_TAG ) .,2
1603,W05-0709,a holistic lexiconbased approach to opinion mining,,nymble a highperformance learning namefinder,D M Bikel,"The EDR has close ties to the named entity recognition ( NER ) and coreference resolution tasks , which have been the focus of several recent investigations ( #AUTHOR_TAG ; Miller et al. , 1998 ; Borthwick , 1999 ; Mikheev et al. , 1999 ; Soon et al. , 2001 ; Ng and Cardie , 2002 ; Florian et al. , 2004 ) , and have been at the center of evaluations such as : MUC-6 , MUC-7 , and the CoNLL '02 and CoNLL '03 shared tasks .",0
1604,J03-3004,a holistic lexiconbased approach to opinion mining,,examplebased incremental synchronous interpretation,Hans-Ulrich Block,"Accordingly , we convert examples such as ( 27 ) into their generalized equivalents , as in ( 28 ) : ( 28 ) <DET> good man : bon homme That is , where #AUTHOR_TAG substitutes variables for various words in his templates , we replace certain lexical items with their marker tag .",4
1605,J86-1002,a holistic lexiconbased approach to opinion mining,,the acquisition and use of dialogue expectation in speech recognition,P Fink,How it is done is beyond the scope of this paper but is explained in detail in #AUTHOR_TAG .,0
1606,W03-0806,a holistic lexiconbased approach to opinion mining,,a gaussian prior for smoothing maximum entropy models,Stanley Chen,These tools use a highly optimised GIS implementation and provide sophisticated Gaussian smoothing ( #AUTHOR_TAG ) .,2
1607,W06-1639,a holistic lexiconbased approach to opinion mining,,summarizing scientific articles experiments with relevance and rhetorical status,S Teufel,"Also relevant is work on the general problems of dialog-act tagging ( Stolcke et al. , 2000 ) , citation analysis ( Lehnert et al. , 1990 ) , and computational rhetorical analysis ( Marcu , 2000 ; #AUTHOR_TAG ) .",0
1608,J06-2002,a holistic lexiconbased approach to opinion mining,,building natural language generation systems,Ehud Reiter,"The inference rules that were necessary to convert one list of properties into another do not sit comfortably within the received NLG pipeline model ( e.g. , #AUTHOR_TAG ) .",0
1609,N04-2004,a holistic lexiconbased approach to opinion mining,,a minimalist implementation of verb subcategorization,Sourabh Niyogi,#AUTHOR_TAG has developed an agenda-driven chart parser for the feature-driven formalism described above ; please refer to his paper for a description of the parsing algorithm .,1
1610,J91-2003,a holistic lexiconbased approach to opinion mining,,cues people use to paragraph text,S J Bond,An example of psycholinguistically oriented research work can be found in #AUTHOR_TAG .,0
1611,N01-1002,a holistic lexiconbased approach to opinion mining,,can nominal expressions achieve multiple goals an empirical study,P Jordan,"In addition to a referring function , noun phrases ( NP ) can also serve communicative goals such as providing new information about the referent and expressing the speaker 's emotional attitude towards the referent ( Appelt , 1985 ; #AUTHOR_TAG ) .",0
1612,J04-3001,a holistic lexiconbased approach to opinion mining,,statistical models for unsupervised prepositional phrase attachment,Adwait Ratnaparkhi,"Some well-known approaches include rule-based models ( Brill and Resnik 1994 ) , backed-off models ( Collins and Brooks 1995 ) , and a maximumentropy model ( #AUTHOR_TAG ) .",0
1613,J86-1002,a holistic lexiconbased approach to opinion mining,,automatic program construction techniques,A Biermann,There is some literature on procedure acquisition such as the LISP synthesis work described in #AUTHOR_TAG and the PROLOG synthesis method of Shapiro ( 1982 ) .,4
1614,J01-4001,a holistic lexiconbased approach to opinion mining,,multilingual coreference resolution,Sanda Harabagiu,"Against the background of a growing interest in multilingual NLP , multilingual anaphora / coreference resolution has gained considerable momentum in recent years ( Aone and McKee 1993 ; Azzam , Humphreys , and Gaizauskas 1998 ; #AUTHOR_TAG ; Mitkov and Barbu 2000 ; Mitkov 1999 ; Mitkov and Stys 1997 ; Mitkov , Belguith , and Stys 1998 ) .",0
1615,W06-3813,a holistic lexiconbased approach to opinion mining,,systematic construction of a versatile case system,Ken Barker,The list of semantic relations with which we work is based on extensive literature study ( #AUTHOR_TAGa ) .,2
1616,J87-3002,a holistic lexiconbased approach to opinion mining,,a natural language toolkit reconciling theory with practice,Branimir Boguraev,"The research described below is taking place in the context of three collaborative projects ( #AUTHOR_TAG ; Russell et al. , 1986 ; Phillips and Thompson , 1986 ) to develop a general-purpose , wide coverage morphological and syntactic analyser for English .",0
1617,D11-1138,a holistic lexiconbased approach to opinion mining,,uptraining for accurate deterministic question parsing,S Petrov,"In most cases , the accuracy of parsers degrades when run on out-of-domain data ( Gildea , 2001 ; McClosky et al. , 2006 ; Blitzer et al. , 2006 ; #AUTHOR_TAG ) .",0
1618,W06-3309,a holistic lexiconbased approach to opinion mining,,discoursal movements in medical english abstracts and their linguistic exponents a genre analysis study,Franc¸oise Salanger-Meyer,"This paper presents experiments with generative content models for analyzing the discourse structure of medical abstracts , which has been confirmed to follow the four-section pattern discussed above ( #AUTHOR_TAG ) .",0
1619,J09-4010,a holistic lexiconbased approach to opinion mining,,a hybrid approach for improving predictive accuracy of collaborative filtering algorithms user modeling and useradapted interaction,G Lekakos,"Following #AUTHOR_TAG , one approach for achieving this objective consists of applying supervised learning , where a winning method is selected for each case in the training set , all the training cases are labeled accordingly , and then the system is trained to predict a winner for unseen cases .",4
1620,W01-0706,a holistic lexiconbased approach to opinion mining,,a memorybased approach to learning shallow natural language patterns,S Argamon,"Thus , over the past few years , along with advances in the use of learning and statistical methods for acquisition of full parsers ( Collins , 1997 ; Charniak , 1997a ; Charniak , 1997b ; Ratnaparkhi , 1997 ) , significant progress has been made on the use of statistical learning methods to recognize shallow parsing patterns syntactic phrases or words that participate in a syntactic relationship ( Church , 1988 ; Ramshaw and Marcus , 1995 ; #AUTHOR_TAG ; Cardie and Pierce , 1998 ; Munoz et al. , 1999 ; Punyakanok and Roth , 2001 ; Buchholz et al. , 1999 ; Tjong Kim Sang and Buchholz , 2000 ) .",0
1621,Q13-1020,a holistic lexiconbased approach to opinion mining,,treetostring alignment template for statistical machine translation,Yang Liu,"Due to their remarkable ability to incorporate context structure information and long distance reordering into the translation process , tree-based translation models have shown promising progress in improving translation quality ( #AUTHOR_TAG , 2009 ; Quirk et al. , 2005 ; Galley et al. , 2004 , 2006 ; Marcu et al. , 2006 ; Shen et al. , 2008 ; Zhang et al. , 2011b ) .",0
1622,J13-1008,a holistic lexiconbased approach to opinion mining,,algorithms for deterministic incremental dependency parsing,Joakim Nivre,"11 #AUTHOR_TAG reports that non-projective and pseudo-projective algorithms outperform the `` eager '' projective algorithm in MaltParser , but our training data did not contain any non-projective dependencies .",4
1623,P00-1012,a holistic lexiconbased approach to opinion mining,,boosting applied to tagging and pp attachment,Steven Abney,"In particular , boosting ( Schapire , 1999 ; #AUTHOR_TAG ) offers the possibility of achieving high accuracy from a collection of classifiers which individually perform quite poorly .",5
1624,J10-3007,a holistic lexiconbased approach to opinion mining,,a systematic comparison of various statistical alignment models,Franz Josef Och,For MT the most commonly used heuristic is called grow diagonal final ( #AUTHOR_TAG ) .,4
1625,W05-0709,a holistic lexiconbased approach to opinion mining,,a mentionsynchronous coreference resolution algorithm based on the bell tree,Xiaoqiang Luo,"ECM-F is an entity-constrained mention Fmeasure ( cfXXX ( #AUTHOR_TAG ) for how ECM-F is computed ) , and ACE-Value is the official ACE evaluation metric .",2
1626,N01-1024,a holistic lexiconbased approach to opinion mining,,knowledgefree induction of morphology using latent semantic analysis,P Schone,"In order to obtain semantic representations of each word , we apply our previous strategy ( #AUTHOR_TAG ) .",1
1627,W06-1104,a holistic lexiconbased approach to opinion mining,,placing search in context the concept revisited,Lev Finkelstein,"#AUTHOR_TAG annotated a larger set of word pairs ( 353 ) , too .",0
1628,J06-2002,a holistic lexiconbased approach to opinion mining,,should corpora texts be gold standards for nlg,Ehud Reiter,"A more flexible approach is used by #AUTHOR_TAG , where users can specify boundary values for attributes like rainfall , specifying , for example , rain counts as moderate above 7 mm/h , as heavy above 20 mm/h , and so on .",0
1629,A00-1014,a holistic lexiconbased approach to opinion mining,,paradise a framework for evaluating spoken dialogue agents,Marilyn A Walker,"Furthermore , a number of performance features , largely based on the PARADISE dialogue evaluation scheme ( #AUTHOR_TAG ) , were automatically logged , derived , or manually annotated .",2
1630,P00-1012,a holistic lexiconbased approach to opinion mining,,ordering among premodifiers,James Shaw,#AUTHOR_TAG propose to generalize the direct evidence method so that it can apply to unseen pairs of adjectives by computing the transitive closure of the ordering relation .,0
1631,E03-1004,a holistic lexiconbased approach to opinion mining,,bleu a method for automatic evaluation of machine translation,Kishore Papineni,"We evaluated our translations with IBM 's BLEU evaluation metric ( #AUTHOR_TAG ) , using the same evaluation method and reference retranslations that were used for evaluation at HLT Workshop 2002 at CLSP ( Haji 6 et al. , 2002 ) .",2
1632,W03-0806,a holistic lexiconbased approach to opinion mining,,deterministic partofspeech tagging with finitestate transducers,Emmanuel Roche,"Other attempts to address efficiency include the fast Transformation Based Learning ( TBL ) Toolkit ( Ngai and Florian , 2001 ) which dramatically speeds up training TBL systems , and the translation of TBL rules into finite state machines for very fast tagging ( #AUTHOR_TAG ) .",0
1633,J10-3007,a holistic lexiconbased approach to opinion mining,,simple robust scalable semisupervised learning via expectation regularization,G Mann,"PR is closely related to the work of #AUTHOR_TAG , 2008 ) , who concurrently developed the idea of using penalties based on posterior expectations of features to guide semi-supervised learning .",0
1634,P10-2059,a holistic lexiconbased approach to opinion mining,,hidden naive bayes,Harry Zhang,The best results on most of our data were obtained using Hidden Naive Bayes ( HNB ) ( #AUTHOR_TAG ) .,2
1635,J97-4003,a holistic lexiconbased approach to opinion mining,,headdriven phrase structure grammar,Carl Pollard,"de URL : http://www.sfs.nphil.uni-tuebingen.de/sfb / b4home.html 1 This is , for example , the case for all proposals working with verbal lexical entries that raise the arguments of a verbal complement ( Hinrichs and Nakazawa 1989 ) that also use lexical rules such as the Complement Extraction Lexical Rule ( #AUTHOR_TAG ) or the Complement Cliticization Lexical Rule ( Miller and Sag 1993 ) to operate on those raised elements .",0
1636,J01-4001,a holistic lexiconbased approach to opinion mining,,pronoun resolution the practical alternative presented at the discourse anaphora and anaphor resolution colloquium daarc1,Ruslan Mitkov,"A number of proposals in the 1990s deliberately limited the extent to which they relied on domain and/or linguistic knowledge and reported promising results in knowledge-poor operational environments ( Dagan and Itai 1990 , 1991 ; Lappin and Leass 1994 ; Nasukawa 1994 ; Kennedy and Boguraev 1996 ; Williams , Harvey , and Preston 1996 ; Baldwin 1997 ; #AUTHOR_TAG , 1998b ) .",0
1637,W04-1805,a holistic lexiconbased approach to opinion mining,,using partofspeech and semantic tagging for the corpusbased learning of qualia structure elements,Pierrette Bouillon,"ASARES has been previously applied to the acquisition of word pairs sharing semantic relations defined in the Generative Lexicon framework ( Pustejovsky , 1995 ) and called qualia relations ( #AUTHOR_TAG ) .",0
1638,D14-1222,a holistic lexiconbased approach to opinion mining,,cascading collective classification for bridging anaphora recognition using a rich linguistic feature set,Yufang Hou,"mlSystem ruleFeats + atomFeats We augment mlSystem ruleFeats with more features from our previous work ( Markert et al. , 2012 ; #AUTHOR_TAGa ; Hou et al. , 2013b ) on bridging anaphora recognition and antecedent selection .",1
1639,J02-3002,a holistic lexiconbased approach to opinion mining,,eagle an extensible architecture for general linguistic engineering”,Breck Baldwin,The description of the EAGLE workbench for linguistic engineering ( #AUTHOR_TAG ) mentions a case normalization module that uses a heuristic in which a capitalized word in an ambiguous position should be rewritten without capitalization if it is found lower-cased in the same document .,4
1640,W06-1639,a holistic lexiconbased approach to opinion mining,,coupling niche browsers and affect analysis for an opinion mining application,G Grefenstette,"An exception is #AUTHOR_TAG , who experimented with determining the political orientation of websites essentially by classifying the concatenation of all the documents found on that site .",0
1641,J00-2004,a holistic lexiconbased approach to opinion mining,,but dictionaries are data too,Peter F Brown,"Until now , translation models have been evaluated either subjectively ( e.g. White and O'Connell 1993 ) or using relative metrics , such as perplexity with respect to other models ( #AUTHOR_TAGb ) .",4
1642,W06-1104,a holistic lexiconbased approach to opinion mining,,probabilistic partofspeech tagging using decision trees,Helmut Schmid,"The three preprocessing steps ( tokenization , POS-tagging , lemmatization ) are performed using TreeTagger ( #AUTHOR_TAG ) .",2
1643,E03-1002,a holistic lexiconbased approach to opinion mining,,headdriven statistical models for natural language parsing,Michael Collins,"Many statistical parsers ( Ratnaparkhi , 1999 ; #AUTHOR_TAG ; Charniak , 2001 ) are based on a history-based probability model ( Black et al. , 1993 ) , where the probability of each decision in a parse is conditioned on the previous decisions in the parse .",0
1644,J00-2004,a holistic lexiconbased approach to opinion mining,,accurate methods for the statistics of surprise and coincidence,Ted Dunning,"In informal experiments described elsewhere ( Melamed 1995 ) , I found that the G2 statistic suggested by #AUTHOR_TAG slightly outperforms 02 .",0
1645,E03-1002,a holistic lexiconbased approach to opinion mining,,efficient probabilistic topdown and leftcorner parsing,Brian Roark,"For right-branching structures , the leftcorner ancestor is the parent , conditioning on which has been found to be beneficial ( Johnson , 1998 ) , as has conditioning on the left-corner child ( #AUTHOR_TAG ) .",0
1646,J91-2003,a holistic lexiconbased approach to opinion mining,,cohesion in english,M A K Halliday,"This strategy is certainly the right one to start out with , since anaphora is always the more typical direction of reference in English prose ( #AUTHOR_TAG , p. 329 ) .",3
1647,Q13-1020,a holistic lexiconbased approach to opinion mining,,restructuring relabeling and realigning for syntaxbased machine translation,Wei Wang,This indicates that parse trees are usually not the optimal choice for training tree-based translation models ( #AUTHOR_TAG ) .,0
1648,J05-3003,a holistic lexiconbased approach to opinion mining,,treebank grammars in,Eugene Charniak,"In #AUTHOR_TAG and Krotov et al. ( 1998 ) , it was observed that treebank grammars ( CFGs extracted from treebanks ) are very large and grow with the size of the treebank .",0
1649,P02-1001,a holistic lexiconbased approach to opinion mining,,an inequality and associated maximization technique in statistical estimation of probabilistic functions of a markov process,L E Baum,"For example , the forward-backward algorithm ( #AUTHOR_TAG ) trains only Hidden Markov Models , while ( Ristad and Yianilos , 1996 ) trains only stochastic edit distance .",0
1650,W01-1510,a holistic lexiconbased approach to opinion mining,,lilfes — towards a practical hpsg parsers,Takaki Makino,"ment ( Sarkar and Wintner , 1999 ; Doran et al. , 2000 ; #AUTHOR_TAG ) .",0
1651,J05-3003,a holistic lexiconbased approach to opinion mining,,automatic acquisition of a large subcategorisation dictionary from corpora,Christopher Manning,"#AUTHOR_TAG argues that , aside from missing domain-specific complementation trends , dictionaries produced by hand will tend to lag behind real language use because of their static nature .",3
1652,W03-0806,a holistic lexiconbased approach to opinion mining,,nltk the natural language toolkit,Edward Loper,"Finally , the Natural Language Toolkit ( NLTK ) is a package of NLP components implemented in Python ( #AUTHOR_TAG ) .",0
1653,W06-1639,a holistic lexiconbased approach to opinion mining,,language processing technologies for electronic rulemaking a project highlight,S Shulman,"Politically-oriented text Sentiment analysis has specifically been proposed as a key enabling technology in eRulemaking , allowing the automatic analysis of the opinions that people submit ( #AUTHOR_TAG ; Cardie et al. , 2006 ; Kwon et al. , 2006 ) .",0
1654,Q13-1020,a holistic lexiconbased approach to opinion mining,,joint parsing and alignment with weakly synchronized grammars,David Burkett,Burkett and Klein ( 2008 ) and #AUTHOR_TAG focused on joint parsing and alignment .,4
1655,J00-4002,a holistic lexiconbased approach to opinion mining,,on reasoning with ambiguities,Uwe Reyle,"But the general outlines are reasonably clear , and we can adapt some of the UDRS ( #AUTHOR_TAG ) work to our own framework .",2
1656,J13-1008,a holistic lexiconbased approach to opinion mining,,parsing indian languages with maltparser,Joakim Nivre,"KUbler , McDonald , and #AUTHOR_TAG describe a `` typical '' MaltParser model configuration of attributes and features .13 Starting with it , in a series of initial controlled experiments , we settled on using buf [ 0-1 ] + stk [ 0-1 ] for word-forms , and buf [ 0-3 ] + stk [ 0-2 ] for POS tags .",2
1657,J07-1005,a holistic lexiconbased approach to opinion mining,,semantic characteristics of medline citations useful for therapeutic decisionmaking,Charles Sneiderman,"For this evaluation , we randomly selected 50 abstracts with disorders indexed as the main topic from abstracts retrieved using PubMed on the five clinical questions described in #AUTHOR_TAG .",2
1658,W06-3309,a holistic lexiconbased approach to opinion mining,,can primary care physicians’ questions be answered using the medical journal literature,Paul N Gorman,"The need for information systems to support physicians at the point of care has been well studied ( Covell et al. , 1985 ; #AUTHOR_TAG ; Ely et al. , 2005 ) .",0
1659,J91-2003,a holistic lexiconbased approach to opinion mining,,parsing strategies in a broadcoverage grammar of english research report rc 12147 ibm tj watson research center,K Jensen,"This approach is taken in computational syntactic grammars ( e.g. #AUTHOR_TAG ) ; the number of unlikely parses is severely reduced whenever possible , but no attempt is made to define only the so-called grammatical strings of a language .",0
1660,D08-1034,a holistic lexiconbased approach to opinion mining,,automatic semantic role labeling for chinese verbs,Nianwen Xue,"Previous work on Chinese SRL mainly focused on how to transplant the machine learning methods which has been successful with English , such as Sun and Jurafsky ( 2004 ) , #AUTHOR_TAG and Xue ( 2008 ) .",0
1661,J97-4003,a holistic lexiconbased approach to opinion mining,,a computational treatment of hpsg lexical rules as covariation in lexical entries,Detmar Meurers,"For example , the interaction of lexical rules is explored at run-time , even though the possible interaction can be determined at compile-time given the information available in the lexical rules and the base lexical entries .2 Based on the research results reported in #AUTHOR_TAG , 1996 ) , we propose a new computational treatment of lexical rules that overcomes these shortcomings and results in a more efficient processing of lexical rules as used in HPSG .",3
1662,J91-2003,a holistic lexiconbased approach to opinion mining,,semantic interpretation and the resolution of ambiguity,G Hirst,"`` Coherence , '' as outlined above , can be understood as a declarative ( or static ) version of marker passing ( #AUTHOR_TAG ; Charniak 1983 ) , with one difference : the activation spreads to theories that share a predicate , not through the IS-A hierarchy , and is limited to elementary facts about predicates appearing in the text .",4
1663,D08-1036,a holistic lexiconbased approach to opinion mining,,a fully bayesian approach to unsupervised partofspeech tagging,Sharon Goldwater,"On small data sets all of the Bayesian estimators strongly outperform EM ( and , to a lesser extent , VB ) with respect to all of our evaluation measures , confirming the results reported in #AUTHOR_TAG .",4
1664,W06-1705,a holistic lexiconbased approach to opinion mining,,the corpusbased study of language change in progress the extra value of tagged corpora,C Mair,"In addition , the advantages of using linguistically annotated data over raw data are well documented ( #AUTHOR_TAG ; Granger and Rayson , 1998 ) .",0
1665,J92-1004,a holistic lexiconbased approach to opinion mining,,a formal basis for the heuristic determination of minimum cost pathsquot,P Hart,"For the A * algorithm ( #AUTHOR_TAG ) as applied to speech recognition , the actual path score is typically augmented with an estimated score for the unseen portion .",2
1666,A00-1008,a holistic lexiconbased approach to opinion mining,,spelling correction using context,M A Elmi,Robust natural language understanding in Atlas-Andes is provided by RosÃ© 's CARMEL system ( RosÃ© 2000 ) ; it uses the spelling correction algorithm devised by #AUTHOR_TAG .,2
1667,A00-1009,a holistic lexiconbased approach to opinion mining,,applied text generation,T Korelsky,"The framework represents a generalization of several predecessor NLG systems based on Meaning-Text Theory : FoG ( Kittredge and Polguere , 1991 ) , LFS ( Iordanskaja et al. , 1992 ) , and JOYCE ( Rambow and #AUTHOR_TAG ) .",1
1668,J03-3004,a holistic lexiconbased approach to opinion mining,,on psycholinguistic grammars,Patrick Juola,"Nevertheless , #AUTHOR_TAG , page 23 ) observes that `` a slightly more general mapping , where two adjacent terminal symbols can be merged into a single lexical item ( for example , a word and its case-marking ) , can capture this sort of result quite handily . ''",0
1669,J03-3004,a holistic lexiconbased approach to opinion mining,,automated generalization of translation examples,Ralf Brown,"Other similar approaches include those of Cicekli and G Â¨ uvenir ( 1996 ) , McTait and Trujillo ( 1999 ) , Carl ( 1999 ) , and #AUTHOR_TAG , inter alia .",0
1670,D12-1037,a holistic lexiconbased approach to opinion mining,,tuning as ranking,Mark Hopkins,"( Watanabe et al. , 2007 ; Chiang et al. , 2008 ; #AUTHOR_TAG ) proposed other optimization objectives by introducing a margin-based and ranking-based indirect loss functions .",4
1671,Q13-1020,a holistic lexiconbased approach to opinion mining,,transforming trees to improve syntactic convergence,David Burkett,#AUTHOR_TAG utilized a transformation-based method to learn a sequence of monolingual tree transformations for translation .,4
